file_prefix,system,source_file,generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
c2,NEO4J,c2_openrouter_activity_2026-02-28.csv,gen-1772260647-2VBxfLxORIeQsqluJuAA,2026-02-28 06:37:27.102,0.002839,,,0,0,746,42,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1498,1205,,BIM+IOT Assistant Proto
c2,NEO4J,c2_openrouter_activity_2026-02-28.csv,gen-1772260640-Sv5YUfZicGpWfUTmJzmt,2026-02-28 06:37:20.883,0.020498,,,0,0,5957,189,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,6141,1313,,BIM+IOT Assistant Proto
c2,NEO4J,c2_openrouter_activity_2026-02-28.csv,gen-1772260637-MBFHjKz97S1446Uqkd7r,2026-02-28 06:37:17.781,0.014731,,,0,0,4690,54,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2900,1263,,BIM+IOT Assistant Proto
c2,NEO4J,c2_openrouter_activity_2026-02-28.csv,gen-1772260636-ckaYVYq1Um29GeuNagxo,2026-02-28 06:37:15.955,0.002839,,,0,0,746,42,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1628,1226,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260797-OTTIVCdzog1KUUwnmPzb,2026-02-28 06:39:57.086,0.003258,,,0,0,772,65,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2031,1169,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260793-wLodgR5BB5ffEtOYKN39,2026-02-28 06:39:52.921,0.015794,,,0,0,4698,124,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3891,1466,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260791-24RRxm3RYZ5j478RmhZk,2026-02-28 06:39:51.181,0.003005,,,0,0,762,50,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1672,1200,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260789-2FZorlUeGSGwgTCJBsM6,2026-02-28 06:39:49.490,0.003258,,,0,0,772,65,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1461,670,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260785-1AOUS2iiEGPVznhqrdPE,2026-02-28 06:39:45.696,0.015794,,,0,0,4698,124,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3704,1272,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260784-PA1HMPIYQqLwungVe2Op,2026-02-28 06:39:44.521,0.003005,,,0,0,762,50,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1099,635,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260782-ZHrznvZgpJh7iYI3Gtkj,2026-02-28 06:39:42.194,0.003258,,,0,0,772,65,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2249,1376,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260778-9lXZKeoPKQLo9CLmbKUB,2026-02-28 06:39:38.221,0.015794,,,0,0,4698,124,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3869,1453,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260776-4CqzOq7ktFcuBat68rB7,2026-02-28 06:39:36.527,0.003005,,,0,0,762,50,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1623,1160,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260774-VajT4qNBeg7jYfFahXFE,2026-02-28 06:39:34.378,0.003258,,,0,0,772,65,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2015,1205,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260770-a2zG8IRIU6M7AOaIuMso,2026-02-28 06:39:30.506,0.015794,,,0,0,4698,124,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3783,1260,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260769-TH29vkbb2nqAkElQ05kO,2026-02-28 06:39:29.362,0.003005,,,0,0,762,50,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1073,614,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260767-e2sB2Ww36NdRz1FeON63,2026-02-28 06:39:27.229,0.003258,,,0,0,772,65,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2052,1240,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260763-7A9zykPSNLsLobdjtReM,2026-02-28 06:39:23.825,0.015794,,,0,0,4698,124,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3168,739,,BIM+IOT Assistant Proto
c3,NEO4J,c3_openrouter_activity_2026-02-28.csv,gen-1772260761-CnRQcdx0CkjDoEv2nOGN,2026-02-28 06:39:21.766,0.003005,,,0,0,762,50,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1811,1440,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260878-hUE3CW66Qyuz2rfrnUca,2026-02-28 06:41:18.048,0.046869,,,0,0,15011,154,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,4097,1059,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260875-6viOVJZ9ApNsdPWxYrGp,2026-02-28 06:41:15.224,0.014977,,,0,0,4703,68,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2605,1166,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260873-HZu0AQfO0Ai4853dCp7Q,2026-02-28 06:41:13.731,0.003091,,,0,0,776,53,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1204,865,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260869-oaUiNfP70ZfMcoV12AyR,2026-02-28 06:41:09.419,0.046869,,,0,0,15011,154,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,4134,1114,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260866-lRv75VF0tflPilu5GZNN,2026-02-28 06:41:06.862,0.014977,,,0,0,4703,68,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2299,927,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260865-pQ1MYr7kM9cs5DorQbrN,2026-02-28 06:41:05.791,0.003091,,,0,0,776,53,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,887,552,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260861-MOaXgEBEFPMHTDfjPfvc,2026-02-28 06:41:01.667,0.046869,,,0,0,15011,154,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3933,917,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260858-h6Vf0j436Q6UVlIsMXKR,2026-02-28 06:40:58.235,0.014977,,,0,0,4703,68,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3144,1712,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260856-KcO6PLIawt2QajtBTOHc,2026-02-28 06:40:56.919,0.003091,,,0,0,776,53,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1137,797,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260852-SY7G7ax8SojkMuDodvg4,2026-02-28 06:40:52.674,0.046869,,,0,0,15011,154,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,4019,1002,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260850-YqjVT8bmbi8JxNDxxu3X,2026-02-28 06:40:50.174,0.014977,,,0,0,4703,68,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2271,849,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260849-wC4VStEY8gNvTZuKOzCZ,2026-02-28 06:40:49.134,0.003091,,,0,0,776,53,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,859,524,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260844-zz8XMao5I54QqNJmXxqW,2026-02-28 06:40:44.793,0.046869,,,0,0,15011,154,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,4102,1064,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260842-VbbzgsVYxJ0kyF06zhbj,2026-02-28 06:40:42.292,0.014977,,,0,0,4703,68,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,2197,781,,BIM+IOT Assistant Proto
c4,NEO4J,c4_openrouter_activity_2026-02-28.csv,gen-1772260840-YscsJ8Fpe5sB3jP8gM41,2026-02-28 06:40:40.432,0.003091,,,0,0,776,53,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,864,526,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260951-Crhs3soScLzxpJje5oBY,2026-02-28 06:42:31.504,0.00117,,,0,0,344,10,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1435,1194,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260948-yWicZP6hIMNKdNAoqzJy,2026-02-28 06:42:28.074,0.015399,,,0,0,4690,99,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3336,1247,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260946-Cl7A0sY9k3bB7infRxoV,2026-02-28 06:42:26.481,0.002839,,,0,0,746,42,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1365,1108,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260945-LKmit3TtfGa9VqEsYB6E,2026-02-28 06:42:25.016,0.00117,,,0,0,344,10,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1383,1141,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260941-XLiIO9Autf43rLUhUtIj,2026-02-28 06:42:21.444,0.015399,,,0,0,4690,99,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3465,1176,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260940-U5w4Y0IYupBW0RwpZd1i,2026-02-28 06:42:20.335,0.002839,,,0,0,746,42,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1018,613,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260938-SJq3bVZ3lgVts43lXCvL,2026-02-28 06:42:18.876,0.00117,,,0,0,344,10,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1382,1143,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260935-K6ohP35ehbQ4xxnOUo2l,2026-02-28 06:42:15.515,0.015399,,,0,0,4690,99,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3254,1187,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260933-2kmgkreGxmU8aFMNsLgx,2026-02-28 06:42:13.861,0.002839,,,0,0,746,42,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1573,1173,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260932-raEOzvCIBMtnREennO0A,2026-02-28 06:42:12.842,0.00117,,,0,0,344,10,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,937,701,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260929-EYI1r5R8yrMsum72Ju0v,2026-02-28 06:42:09.497,0.015399,,,0,0,4690,99,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3251,1185,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260927-06c87YTCRPvXULPWCaJS,2026-02-28 06:42:07.811,0.002839,,,0,0,746,42,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1602,1205,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260926-w21SKdGwLBdaX1F4GRFZ,2026-02-28 06:42:06.125,0.00117,,,0,0,344,10,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1523,1274,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260922-Xy3ka2xa2gPhAcXrdzYZ,2026-02-28 06:42:02.623,0.015399,,,0,0,4690,99,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,3273,1209,,BIM+IOT Assistant Proto
c5,NEO4J,c5_openrouter_activity_2026-02-28.csv,gen-1772260920-WJ7zBezcqOSrr9jVa43n,2026-02-28 06:42:00.648,0.002839,,,0,0,746,42,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1761,1366,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261021-12DElpGqPe30eovuHf0M,2026-02-28 06:43:41.033,0.001262,,,0,0,355,14,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1093,933,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261019-zaLEek5DprGcKIXEmIHm,2026-02-28 06:43:39.008,0.014362,,,0,0,4691,29,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1142,644,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261017-gYqOYxLeCKfCKIIwETSh,2026-02-28 06:43:37.063,0.00286,,,0,0,748,43,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1873,1423,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261015-fNlXSNvRwUUqsiJ7Bh6E,2026-02-28 06:43:35.686,0.001262,,,0,0,355,14,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1312,1158,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261013-vJ9KXcwtyvx0ofCy1u5z,2026-02-28 06:43:33.879,0.014362,,,0,0,4691,29,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1728,1233,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261012-bbqmstfiOzl6k7aQ820k,2026-02-28 06:43:32.147,0.00286,,,0,0,748,43,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1645,1180,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261011-A5LvPC7GtJAqjvOaDTHc,2026-02-28 06:43:31.183,0.001262,,,0,0,355,14,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,890,731,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261009-ytnfiXlkOTiZA2wkOkzB,2026-02-28 06:43:29.384,0.014362,,,0,0,4691,29,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1683,1190,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261007-oswai1iPpojfuSf9IWBd,2026-02-28 06:43:27.563,0.00286,,,0,0,748,43,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1742,1291,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261006-CRHOmWG00B0qjzn6iqdd,2026-02-28 06:43:26.030,0.001262,,,0,0,355,14,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1458,1305,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261004-JT7GD7vSqvVrA3AjXSWj,2026-02-28 06:43:24.244,0.014362,,,0,0,4691,29,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1703,1217,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261002-hRmU8G3gIpSMGpr8cdpw,2026-02-28 06:43:22.585,0.00286,,,0,0,748,43,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1580,1134,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772261001-BTnKOUBJD5G6I4WP4QO8,2026-02-28 06:43:21.145,0.001262,,,0,0,355,14,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1362,1203,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772260999-svENbxaXtThCUnsw6kwR,2026-02-28 06:43:19.162,0.014362,,,0,0,4691,29,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1878,1383,,BIM+IOT Assistant Proto
c6,NEO4J,c6_openrouter_activity_2026-02-28.csv,gen-1772260997-QMDfn0GW4JLW4sI9nq4r,2026-02-28 06:43:17.147,0.00286,,,0,0,748,43,0,0,anthropic/claude-4.5-sonnet-20250929,Google,standard,False,True,,stop,stop,1822,1375,,BIM+IOT Assistant Proto
